calendar_year,calendar_month,route,average_daily_ridership,source,objectid,city
2019,1,124,1918,APC,2106,Philadelphia
2019,1,125,2068,APC,2107,Philadelphia
2019,1,126,444,APC,2108,Philadelphia
2019,1,127,343,APC,2109,Philadelphia
2019,1,128,401,APC,2110,Philadelphia
2019,1,129,947,APC,2111,Philadelphia
2019,1,130,630,APC,2112,Philadelphia
2019,1,131,731,APC,2113,Philadelphia
2019,1,132,395,APC,2114,Philadelphia
2019,1,133,98,APC,2115,Philadelphia
2019,1,139,461,APC,2116,Philadelphia
2019,1,150,53,APC,2117,Philadelphia
2019,1,201,190,APC,2118,Philadelphia
2019,1,204,186,APC,2119,Philadelphia
2019,1,205,67,APC,2120,Philadelphia
2019,1,206,143,APC,2121,Philadelphia
2019,1,310,349,APC,2122,Philadelphia
2019,1,311,187,APC,2123,Philadelphia
2019,1,47M,748,APC,2124,Philadelphia
2019,1,BLVDDIR,2846,APC,2125,Philadelphia
2019,1,B1 OWL,1602,APC,2126,Philadelphia
2019,1,63,16109,APC,2127,Philadelphia
2019,1,71,4916,APC,2128,Philadelphia
2019,1,41,2579,APC,2129,Philadelphia
2019,1,K,8587,APC,2130,Philadelphia
2019,1,51,6904,APC,2131,Philadelphia
2019,1,LUCYGO,1621,APC,2132,Philadelphia
2019,1,LUCYGR,1097,APC,2133,Philadelphia
2019,1,L1 OWL,1987,APC,2134,Philadelphia
2019,1,82,9496,APC,2135,Philadelphia
2019,1,81,5631,APC,2136,Philadelphia
2019,2,1,2522,APC,2137,Philadelphia
2019,2,2,5414,APC,2138,Philadelphia
2019,2,3,8554,APC,2139,Philadelphia
2019,2,4,5985,APC,2140,Philadelphia
2019,2,5,3641,APC,2141,Philadelphia
2019,2,6,5897,APC,2142,Philadelphia
2019,2,7,5021,APC,2143,Philadelphia
2019,2,8,2712,APC,2144,Philadelphia
2019,2,9,4246,APC,2145,Philadelphia
2019,2,T1,10422,Traffic,2146,Philadelphia
2019,2,T4,13881,APC,2147,Philadelphia
2019,2,12,2494,APC,2148,Philadelphia
2019,2,T3,12429,APC,2149,Philadelphia
2019,2,14,6490,APC,2150,Philadelphia
2019,2,G1,10194,Traffic,2151,Philadelphia
2019,2,16,7203,APC,2152,Philadelphia
2019,2,17,8993,APC,2153,Philadelphia
2019,2,18,13584,APC,2154,Philadelphia
2019,2,19,1479,APC,2155,Philadelphia
2019,2,20,4689,APC,2156,Philadelphia
2019,2,21,10001,APC,2157,Philadelphia
2019,2,22,4241,APC,2158,Philadelphia
2019,2,23,13899,APC,2159,Philadelphia
2019,2,24,2162,APC,2160,Philadelphia
2019,2,25,3928,APC,2161,Philadelphia
2019,2,26,10569,APC,2162,Philadelphia
2019,2,27,3881,APC,2163,Philadelphia
2019,2,28,1845,APC,2164,Philadelphia
2019,2,29,4937,APC,2165,Philadelphia
2019,2,30,1156,APC,2166,Philadelphia
2019,2,31,4697,APC,2167,Philadelphia
2019,2,32,4894,APC,2168,Philadelphia
2019,2,33,10850,APC,2169,Philadelphia
2019,2,T2,12235,APC,2170,Philadelphia
2019,2,35,128,APC,2171,Philadelphia
2019,2,T5,15211,APC,2172,Philadelphia
2019,2,37,3202,APC,2173,Philadelphia
2019,2,38,2590,APC,2174,Philadelphia
2019,2,39,2273,APC,2175,Philadelphia
2019,2,40,6933,APC,2176,Philadelphia
2019,2,42,9173,APC,2177,Philadelphia
2019,2,43,3189,APC,2178,Philadelphia
2019,2,44,3083,APC,2179,Philadelphia
2019,2,45,6249,APC,2180,Philadelphia
2019,2,46,5625,APC,2181,Philadelphia
2019,2,47,15265,APC,2182,Philadelphia
2019,2,48,7414,APC,2183,Philadelphia
2019,2,50,1997,APC,2184,Philadelphia
2019,2,52,13877,APC,2185,Philadelphia
2019,2,53,2807,APC,2186,Philadelphia
2019,2,54,6985,APC,2187,Philadelphia
2019,2,55,4660,APC,2188,Philadelphia
2019,2,56,11029,APC,2189,Philadelphia
2019,2,57,9848,APC,2190,Philadelphia
2019,2,58,7171,APC,2191,Philadelphia
2019,2,59,4215,APC,2192,Philadelphia
2019,2,60,11159,APC,2193,Philadelphia
2019,2,61,3960,APC,2194,Philadelphia
2019,2,62,196,APC,2195,Philadelphia
2019,2,64,5370,APC,2196,Philadelphia
2019,2,65,7416,APC,2197,Philadelphia
2019,2,66,9642,APC,2198,Philadelphia
2019,2,67,4644,APC,2199,Philadelphia
2019,2,68,1704,APC,2200,Philadelphia
2019,2,70,7918,APC,2201,Philadelphia
2019,2,73,2573,APC,2202,Philadelphia
2019,2,75,2955,APC,2203,Philadelphia
2019,2,77,783,APC,2204,Philadelphia
2019,2,78,100,APC,2205,Philadelphia
2019,2,79,5752,APC,2206,Philadelphia
2019,2,80,190,APC,2207,Philadelphia
2019,2,84,3516,APC,2208,Philadelphia
2019,2,88,2207,APC,2209,Philadelphia
2019,2,89,1435,APC,2210,Philadelphia
2019,2,90,497,APC,2211,Philadelphia
2019,2,92,384,APC,2212,Philadelphia
2019,2,93,1349,APC,2213,Philadelphia
2019,2,94,579,APC,2214,Philadelphia
2019,2,95,617,APC,2215,Philadelphia
2019,2,96,1477,APC,2216,Philadelphia
2019,2,97,787,APC,2217,Philadelphia
2019,2,98,1145,APC,2218,Philadelphia
2019,2,99,1497,APC,2219,Philadelphia
2019,2,D1,4180,Traffic,2220,Philadelphia
2019,2,D2,4235,Traffic,2221,Philadelphia
2019,2,103,1185,APC,2222,Philadelphia
2019,2,104,2814,APC,2223,Philadelphia
2019,2,105,1111,APC,2224,Philadelphia
2019,2,106,1191,APC,2225,Philadelphia
2019,2,107,974,APC,2226,Philadelphia
2019,2,108,4295,APC,2227,Philadelphia
2019,2,109,4257,APC,2228,Philadelphia
2019,2,110,1808,APC,2229,Philadelphia
2019,2,111,1498,APC,2230,Philadelphia
2019,2,112,861,APC,2231,Philadelphia
2019,2,113,6552,APC,2232,Philadelphia
2019,2,114,1709,APC,2233,Philadelphia
2019,2,115,1100,APC,2234,Philadelphia
2019,2,117,1930,APC,2235,Philadelphia
2019,2,118,462,APC,2236,Philadelphia
2019,2,119,681,APC,2237,Philadelphia
2019,2,120,477,APC,2238,Philadelphia
2019,2,123,952,APC,2239,Philadelphia
2019,2,124,1918,APC,2240,Philadelphia
2019,2,125,2068,APC,2241,Philadelphia
2019,2,126,444,APC,2242,Philadelphia
2019,2,127,343,APC,2243,Philadelphia
2019,2,128,401,APC,2244,Philadelphia
2019,2,129,947,APC,2245,Philadelphia
2019,2,130,630,APC,2246,Philadelphia
2019,2,131,731,APC,2247,Philadelphia
2019,2,132,395,APC,2248,Philadelphia
2019,2,133,98,APC,2249,Philadelphia
2019,2,139,461,APC,2250,Philadelphia
2019,2,150,53,APC,2251,Philadelphia
2019,2,201,190,APC,2252,Philadelphia
2019,2,204,190,APC,2253,Philadelphia
2019,2,205,63,APC,2254,Philadelphia
2019,2,206,143,APC,2255,Philadelphia
2019,2,310,279,APC,2256,Philadelphia
2019,2,311,155,APC,2257,Philadelphia
2019,2,47M,716,APC,2258,Philadelphia
2019,2,BLVDDIR,3009,APC,2259,Philadelphia
2019,2,B1 OWL,1602,APC,2260,Philadelphia
2019,2,63,16543,APC,2261,Philadelphia
2019,2,71,5188,APC,2262,Philadelphia
2019,2,41,2486,APC,2263,Philadelphia
2019,2,K,8386,APC,2264,Philadelphia
2019,2,51,6875,APC,2265,Philadelphia
2019,2,LUCYGO,1644,APC,2266,Philadelphia
2019,2,LUCYGR,1084,APC,2267,Philadelphia
2019,2,L1 OWL,1987,APC,2268,Philadelphia
2019,2,82,9691,APC,2269,Philadelphia
2019,2,81,5360,APC,2270,Philadelphia
2019,3,1,2644,APC,2271,Philadelphia
2019,3,2,5407,APC,2272,Philadelphia
2019,3,3,8775,APC,2273,Philadelphia
2019,3,4,7113,APC,2274,Philadelphia
2019,3,5,3740,APC,2275,Philadelphia
2019,3,6,5991,APC,2276,Philadelphia
2019,3,7,4937,APC,2277,Philadelphia
2019,3,8,2769,APC,2278,Philadelphia
2019,3,9,4554,APC,2279,Philadelphia
2019,3,T1,10422,Traffic,2280,Philadelphia
2019,3,T4,14361,APC,2281,Philadelphia
2019,3,12,2546,APC,2282,Philadelphia
2019,3,T3,12296,APC,2283,Philadelphia
2019,3,14,6164,APC,2284,Philadelphia
2019,3,G1,10194,Traffic,2285,Philadelphia
2019,3,16,7280,APC,2286,Philadelphia
2019,3,17,9493,APC,2287,Philadelphia
2019,3,18,13589,APC,2288,Philadelphia
2019,3,19,1439,APC,2289,Philadelphia
2019,3,20,4964,APC,2290,Philadelphia
2019,3,21,9540,APC,2291,Philadelphia
2019,3,22,4083,APC,2292,Philadelphia
2019,3,23,13661,APC,2293,Philadelphia
2019,3,24,2277,APC,2294,Philadelphia
2019,3,25,4173,APC,2295,Philadelphia
2019,3,26,10597,APC,2296,Philadelphia
2019,3,27,4340,APC,2297,Philadelphia
2019,3,28,1889,APC,2298,Philadelphia
2019,3,29,4603,APC,2299,Philadelphia
2019,3,30,1196,APC,2300,Philadelphia
2019,3,31,4572,APC,2301,Philadelphia
2019,3,32,4493,APC,2302,Philadelphia
2019,3,33,10953,APC,2303,Philadelphia
2019,3,T2,12348,APC,2304,Philadelphia
2019,3,35,134,APC,2305,Philadelphia
2019,3,T5,14397,APC,2306,Philadelphia
2019,3,37,3286,APC,2307,Philadelphia
2019,3,38,2631,APC,2308,Philadelphia
2019,3,39,2369,APC,2309,Philadelphia
2019,3,40,7152,APC,2310,Philadelphia
2019,3,42,9029,APC,2311,Philadelphia
2019,3,43,3387,APC,2312,Philadelphia
2019,3,44,3322,APC,2313,Philadelphia
2019,3,45,6172,APC,2314,Philadelphia
2019,3,46,5576,APC,2315,Philadelphia
2019,3,47,18778,APC,2316,Philadelphia
2019,3,48,7341,APC,2317,Philadelphia
2019,3,49,1831,APC,2318,Philadelphia
2019,3,50,1921,APC,2319,Philadelphia
2019,3,52,14343,APC,2320,Philadelphia
2019,3,53,2796,APC,2321,Philadelphia
2019,3,54,7061,APC,2322,Philadelphia
2019,3,55,4638,APC,2323,Philadelphia
2019,3,56,12580,APC,2324,Philadelphia
2019,3,57,10652,APC,2325,Philadelphia
2019,3,58,8820,APC,2326,Philadelphia
2019,3,59,4973,APC,2327,Philadelphia
2019,3,60,10951,APC,2328,Philadelphia
2019,3,61,3996,APC,2329,Philadelphia
2019,3,62,244,APC,2330,Philadelphia
2019,3,64,5572,APC,2331,Philadelphia
2019,3,65,7845,APC,2332,Philadelphia
2019,3,66,10808,APC,2333,Philadelphia
2019,3,67,4728,APC,2334,Philadelphia
2019,3,68,1742,APC,2335,Philadelphia
2019,3,70,8420,APC,2336,Philadelphia
2019,3,73,2548,APC,2337,Philadelphia
2019,3,75,3032,APC,2338,Philadelphia
2019,3,77,733,APC,2339,Philadelphia
2019,3,78,94,APC,2340,Philadelphia
2019,3,79,5676,APC,2341,Philadelphia
2019,3,80,221,APC,2342,Philadelphia
2019,3,84,3469,APC,2343,Philadelphia
2019,3,88,2249,APC,2344,Philadelphia
2019,3,89,1825,APC,2345,Philadelphia
2019,3,90,398,APC,2346,Philadelphia
2019,3,92,320,APC,2347,Philadelphia
2019,3,93,1205,APC,2348,Philadelphia
2019,3,94,485,APC,2349,Philadelphia
2019,3,95,516,APC,2350,Philadelphia
2019,3,96,1240,APC,2351,Philadelphia
2019,3,97,572,APC,2352,Philadelphia
2019,3,98,897,APC,2353,Philadelphia
2019,3,99,1217,APC,2354,Philadelphia
2019,3,D1,4180,Traffic,2355,Philadelphia
2019,3,D2,4235,Traffic,2356,Philadelphia
2019,3,103,1304,APC,2357,Philadelphia
2019,3,104,3002,APC,2358,Philadelphia
2019,3,105,1079,APC,2359,Philadelphia
2019,3,106,1182,APC,2360,Philadelphia
2019,3,107,1015,APC,2361,Philadelphia
2019,3,108,5059,APC,2362,Philadelphia
2019,3,109,4305,APC,2363,Philadelphia
2019,3,110,1779,APC,2364,Philadelphia
2019,3,111,1443,APC,2365,Philadelphia
2019,3,112,1031,APC,2366,Philadelphia
2019,3,113,6552,APC,2367,Philadelphia
2019,3,114,1838,APC,2368,Philadelphia
2019,3,115,1132,APC,2369,Philadelphia
2019,3,117,1886,APC,2370,Philadelphia
2019,3,118,519,APC,2371,Philadelphia
2019,3,119,719,APC,2372,Philadelphia
2019,3,120,478,APC,2373,Philadelphia
2019,3,123,862,APC,2374,Philadelphia
2019,3,124,1712,APC,2375,Philadelphia
2019,3,125,2082,APC,2376,Philadelphia
2019,3,126,610,APC,2377,Philadelphia
2019,3,127,298,APC,2378,Philadelphia
2019,3,128,354,APC,2379,Philadelphia
2019,3,129,843,APC,2380,Philadelphia
2019,3,130,537,APC,2381,Philadelphia
2019,3,131,639,APC,2382,Philadelphia
2019,3,132,355,APC,2383,Philadelphia
2019,3,133,93,APC,2384,Philadelphia
2019,3,139,364,APC,2385,Philadelphia
2019,3,150,22,APC,2386,Philadelphia
2019,3,201,189,APC,2387,Philadelphia
2019,3,204,207,APC,2388,Philadelphia
2019,3,205,69,APC,2389,Philadelphia
2019,3,206,124,APC,2390,Philadelphia
2019,3,310,325,APC,2391,Philadelphia
2019,3,311,178,APC,2392,Philadelphia
2019,3,47M,896,APC,2393,Philadelphia
2019,3,BLVDDIR,3095,APC,2394,Philadelphia
2019,3,B1 OWL,1601,APC,2395,Philadelphia
2019,3,63,16085,APC,2396,Philadelphia
2019,3,71,5005,APC,2397,Philadelphia
2019,3,41,2620,APC,2398,Philadelphia
2019,3,K,8733,APC,2399,Philadelphia
2019,3,51,7360,APC,2400,Philadelphia
2019,3,LUCYGO,1725,APC,2401,Philadelphia
2019,3,LUCYGR,1145,APC,2402,Philadelphia
2019,3,L1 OWL,2102,APC,2403,Philadelphia
2019,3,82,9764,APC,2404,Philadelphia
2019,3,81,5406,APC,2405,Philadelphia
2019,4,1,2765,APC,2406,Philadelphia
2019,4,2,5555,APC,2407,Philadelphia
2019,4,3,8554,APC,2408,Philadelphia
2019,4,4,7133,APC,2409,Philadelphia
2019,4,5,3769,APC,2410,Philadelphia
2019,4,6,5570,APC,2411,Philadelphia
2019,4,7,4947,APC,2412,Philadelphia
2019,4,8,2546,APC,2413,Philadelphia
2019,4,9,4793,APC,2414,Philadelphia
2019,4,T1,10422,Traffic,2415,Philadelphia
2019,4,T4,13693,APC,2416,Philadelphia
2019,4,12,2483,APC,2417,Philadelphia
2019,4,T3,14038,APC,2418,Philadelphia
2019,4,14,5952,APC,2419,Philadelphia
2019,4,G1,10194,Traffic,2420,Philadelphia
2019,4,16,6921,APC,2421,Philadelphia
2019,4,17,8757,APC,2422,Philadelphia
2019,4,18,13092,APC,2423,Philadelphia
2019,4,19,1390,APC,2424,Philadelphia
2019,4,20,5005,APC,2425,Philadelphia
2019,4,21,10053,APC,2426,Philadelphia
2019,4,22,4424,APC,2427,Philadelphia
2019,4,23,15172,APC,2428,Philadelphia
2019,4,24,2188,APC,2429,Philadelphia
2019,4,25,4331,APC,2430,Philadelphia
2019,4,26,9907,APC,2431,Philadelphia
2019,4,27,4411,APC,2432,Philadelphia
2019,4,28,1815,APC,2433,Philadelphia
2019,4,29,5231,APC,2434,Philadelphia
2019,4,30,1175,APC,2435,Philadelphia
2019,4,31,4476,APC,2436,Philadelphia
2019,4,32,4644,APC,2437,Philadelphia
2019,4,33,10672,APC,2438,Philadelphia
2019,4,T2,12923,APC,2439,Philadelphia
2019,4,35,139,APC,2440,Philadelphia
2019,4,T5,15179,APC,2441,Philadelphia
2019,4,37,3331,APC,2442,Philadelphia
2019,4,38,2747,APC,2443,Philadelphia
2019,4,39,2636,APC,2444,Philadelphia
2019,4,40,6981,APC,2445,Philadelphia
2019,4,42,9071,APC,2446,Philadelphia
2019,4,43,3558,APC,2447,Philadelphia
2019,4,44,3429,APC,2448,Philadelphia
2019,4,45,6168,APC,2449,Philadelphia
2019,4,46,5531,APC,2450,Philadelphia
2019,4,47,17484,APC,2451,Philadelphia
2019,4,48,7129,APC,2452,Philadelphia
2019,4,49,2182,APC,2453,Philadelphia
2019,4,50,2047,APC,2454,Philadelphia
2019,4,52,14185,APC,2455,Philadelphia
2019,4,53,2302,APC,2456,Philadelphia
2019,4,54,6707,APC,2457,Philadelphia
2019,4,55,4659,APC,2458,Philadelphia
2019,4,56,10855,APC,2459,Philadelphia
2019,4,57,10917,APC,2460,Philadelphia
2019,4,58,8127,APC,2461,Philadelphia
2019,4,59,4928,APC,2462,Philadelphia
2019,4,60,10563,APC,2463,Philadelphia
2019,4,61,3699,APC,2464,Philadelphia
2019,4,62,249,APC,2465,Philadelphia
2019,4,64,5694,APC,2466,Philadelphia
2019,4,65,7803,APC,2467,Philadelphia
2019,4,66,10686,APC,2468,Philadelphia
2019,4,67,4712,APC,2469,Philadelphia
2019,4,68,1772,APC,2470,Philadelphia
2019,4,70,8015,APC,2471,Philadelphia
2019,4,73,2446,APC,2472,Philadelphia
2019,4,75,3320,APC,2473,Philadelphia
2019,4,77,828,APC,2474,Philadelphia
2019,4,78,92,APC,2475,Philadelphia
2019,4,79,5145,APC,2476,Philadelphia
2019,4,80,210,APC,2477,Philadelphia
2019,4,84,3457,APC,2478,Philadelphia
2019,4,88,2213,APC,2479,Philadelphia
2019,4,89,1799,APC,2480,Philadelphia
2019,4,90,403,APC,2481,Philadelphia
2019,4,92,320,APC,2482,Philadelphia
2019,4,93,1269,APC,2483,Philadelphia
2019,4,94,527,APC,2484,Philadelphia
2019,4,95,509,APC,2485,Philadelphia
2019,4,96,1351,APC,2486,Philadelphia
2019,4,97,613,APC,2487,Philadelphia
2019,4,98,909,APC,2488,Philadelphia
2019,4,99,1245,APC,2489,Philadelphia
2019,4,D1,4180,Traffic,2490,Philadelphia
2019,4,D2,4235,Traffic,2491,Philadelphia
2019,4,103,1310,APC,2492,Philadelphia
2019,4,104,3056,APC,2493,Philadelphia
2019,4,105,1135,APC,2494,Philadelphia
2019,4,106,1236,APC,2495,Philadelphia
2019,4,107,1006,APC,2496,Philadelphia
2019,4,108,5070,APC,2497,Philadelphia
2019,4,109,4346,APC,2498,Philadelphia
2019,4,110,1851,APC,2499,Philadelphia
2019,4,111,1465,APC,2500,Philadelphia
2019,4,112,949,APC,2501,Philadelphia
2019,4,113,6535,APC,2502,Philadelphia
2019,4,114,1784,APC,2503,Philadelphia
2019,4,115,1123,APC,2504,Philadelphia
2019,4,117,1925,APC,2505,Philadelphia
2019,4,118,511,APC,2506,Philadelphia
2019,4,119,652,APC,2507,Philadelphia
2019,4,120,538,APC,2508,Philadelphia
2019,4,123,876,APC,2509,Philadelphia
2019,4,124,1798,APC,2510,Philadelphia
2019,4,125,2254,APC,2511,Philadelphia
2019,4,126,596,APC,2512,Philadelphia
2019,4,127,318,APC,2513,Philadelphia
2019,4,128,380,APC,2514,Philadelphia
2019,4,129,928,APC,2515,Philadelphia
2019,4,130,622,APC,2516,Philadelphia
2019,4,131,592,APC,2517,Philadelphia
2019,4,132,372,APC,2518,Philadelphia
2019,4,133,80,APC,2519,Philadelphia
2019,4,139,385,APC,2520,Philadelphia
2019,4,150,17,APC,2521,Philadelphia
2019,4,201,155,APC,2522,Philadelphia
2019,4,204,211,APC,2523,Philadelphia
2019,4,205,67,APC,2524,Philadelphia
2019,4,206,126,APC,2525,Philadelphia
2019,4,310,347,APC,2526,Philadelphia
2019,4,311,194,APC,2527,Philadelphia
2019,4,47M,886,APC,2528,Philadelphia
2019,4,BLVDDIR,3147,APC,2529,Philadelphia
2019,4,B1 OWL,1749,APC,2530,Philadelphia
2019,4,63,16865,APC,2531,Philadelphia
2019,4,71,4677,APC,2532,Philadelphia
2019,4,41,2623,APC,2533,Philadelphia
2019,4,K,8669,APC,2534,Philadelphia
2019,4,51,6679,APC,2535,Philadelphia
2019,4,LUCYGO,1648,APC,2536,Philadelphia
2019,4,LUCYGR,1117,APC,2537,Philadelphia
2019,4,L1 OWL,2043,APC,2538,Philadelphia
2019,4,82,9442,APC,2539,Philadelphia
2019,4,81,5618,APC,2540,Philadelphia
2019,5,1,2750,APC,2541,Philadelphia
2019,5,2,5207,APC,2542,Philadelphia
2019,5,3,8570,APC,2543,Philadelphia
2019,5,4,7234,APC,2544,Philadelphia
2019,5,5,3708,APC,2545,Philadelphia
2019,5,6,5780,APC,2546,Philadelphia
2019,5,7,5156,APC,2547,Philadelphia
2019,5,8,2628,APC,2548,Philadelphia
2019,5,9,5106,APC,2549,Philadelphia
2019,5,T1,10422,Traffic,2550,Philadelphia
2019,5,T4,14143,APC,2551,Philadelphia
2019,5,12,2454,APC,2552,Philadelphia
2019,5,T3,13053,APC,2553,Philadelphia
2019,5,14,5981,APC,2554,Philadelphia
2019,5,G1,10194,Traffic,2555,Philadelphia
2019,5,16,7081,APC,2556,Philadelphia
2019,5,17,8621,APC,2557,Philadelphia
2019,5,18,13553,APC,2558,Philadelphia
2019,5,19,1385,APC,2559,Philadelphia
2019,5,20,5160,APC,2560,Philadelphia
2019,5,21,9770,APC,2561,Philadelphia
2019,5,22,4301,APC,2562,Philadelphia
2019,5,23,14754,APC,2563,Philadelphia
2019,5,24,2270,APC,2564,Philadelphia
2019,5,25,4295,APC,2565,Philadelphia
2019,5,26,10870,APC,2566,Philadelphia
2019,5,27,4389,APC,2567,Philadelphia
2019,5,28,1827,APC,2568,Philadelphia
2019,5,29,4384,APC,2569,Philadelphia
2019,5,30,1206,APC,2570,Philadelphia
2019,5,31,4582,APC,2571,Philadelphia
2019,5,32,5139,APC,2572,Philadelphia
2019,5,33,10995,APC,2573,Philadelphia
2019,5,T2,12678,APC,2574,Philadelphia
2019,5,35,153,APC,2575,Philadelphia
2019,5,T5,14508,APC,2576,Philadelphia
2019,5,37,3337,APC,2577,Philadelphia
2019,5,38,2713,APC,2578,Philadelphia
2019,5,39,2563,APC,2579,Philadelphia
2019,5,40,6579,APC,2580,Philadelphia
2019,5,42,9026,APC,2581,Philadelphia
2019,5,43,3430,APC,2582,Philadelphia
2019,5,44,3401,APC,2583,Philadelphia
2019,5,45,6381,APC,2584,Philadelphia
2019,5,46,5626,APC,2585,Philadelphia
2019,5,47,17490,APC,2586,Philadelphia
2019,5,48,7244,APC,2587,Philadelphia
2019,5,49,2329,APC,2588,Philadelphia
2019,5,50,2027,APC,2589,Philadelphia
2019,5,52,14355,APC,2590,Philadelphia
2019,5,53,2653,APC,2591,Philadelphia
2019,5,54,7007,APC,2592,Philadelphia
2019,5,55,4682,APC,2593,Philadelphia
2019,5,56,11981,APC,2594,Philadelphia
2019,5,57,10784,APC,2595,Philadelphia
2019,5,58,8486,APC,2596,Philadelphia
2019,5,59,5352,APC,2597,Philadelphia
2019,5,60,10838,APC,2598,Philadelphia
2019,5,61,4225,APC,2599,Philadelphia
2019,5,62,224,APC,2600,Philadelphia
2019,5,64,6277,APC,2601,Philadelphia
2019,5,65,7947,APC,2602,Philadelphia
2019,5,66,10932,APC,2603,Philadelphia
2019,5,67,4786,APC,2604,Philadelphia
2019,5,68,1767,APC,2605,Philadelphia
2019,5,70,8303,APC,2606,Philadelphia
2019,5,73,2479,APC,2607,Philadelphia
2019,5,75,3168,APC,2608,Philadelphia
2019,5,77,876,APC,2609,Philadelphia
2019,5,78,98,APC,2610,Philadelphia
2019,5,79,5165,APC,2611,Philadelphia
2019,5,80,208,APC,2612,Philadelphia
2019,5,84,3478,APC,2613,Philadelphia
2019,5,88,2182,APC,2614,Philadelphia
2019,5,89,1788,APC,2615,Philadelphia
2019,5,90,422,APC,2616,Philadelphia
2019,5,92,307,APC,2617,Philadelphia
2019,5,93,1095,APC,2618,Philadelphia
2019,5,94,475,APC,2619,Philadelphia
2019,5,95,495,APC,2620,Philadelphia
2019,5,96,1225,APC,2621,Philadelphia
2019,5,97,622,APC,2622,Philadelphia
2019,5,98,914,APC,2623,Philadelphia
2019,5,99,1236,APC,2624,Philadelphia
2019,5,D1,4180,Traffic,2625,Philadelphia
2019,5,D2,4235,Traffic,2626,Philadelphia
2019,5,103,1337,APC,2627,Philadelphia
2019,5,104,2995,APC,2628,Philadelphia
2019,5,105,1179,APC,2629,Philadelphia
2019,5,106,1274,APC,2630,Philadelphia
2019,5,107,1034,APC,2631,Philadelphia
2019,5,108,5114,APC,2632,Philadelphia
2019,5,109,4334,APC,2633,Philadelphia
2019,5,110,1920,APC,2634,Philadelphia
2019,5,111,1442,APC,2635,Philadelphia
2019,5,112,851,APC,2636,Philadelphia
2019,5,113,6549,APC,2637,Philadelphia
2019,5,114,1780,APC,2638,Philadelphia
2019,5,115,1112,APC,2639,Philadelphia
2019,5,117,1987,APC,2640,Philadelphia
2019,5,118,443,APC,2641,Philadelphia
2019,5,119,642,APC,2642,Philadelphia
2019,5,120,548,APC,2643,Philadelphia
2019,5,123,883,APC,2644,Philadelphia
2019,5,124,1818,APC,2645,Philadelphia
2019,5,125,2242,APC,2646,Philadelphia
2019,5,126,603,APC,2647,Philadelphia
2019,5,127,291,APC,2648,Philadelphia
2019,5,128,407,APC,2649,Philadelphia
2019,5,129,891,APC,2650,Philadelphia
2019,5,130,588,APC,2651,Philadelphia
2019,5,131,650,APC,2652,Philadelphia
2019,5,132,364,APC,2653,Philadelphia
2019,5,133,75,APC,2654,Philadelphia
2019,5,139,398,APC,2655,Philadelphia
2019,5,150,20,APC,2656,Philadelphia
2019,5,201,144,APC,2657,Philadelphia
2019,5,204,201,APC,2658,Philadelphia
2019,5,205,67,APC,2659,Philadelphia
2019,5,206,120,APC,2660,Philadelphia
2019,5,310,353,APC,2661,Philadelphia
2019,5,311,198,APC,2662,Philadelphia
2019,5,47M,911,APC,2663,Philadelphia
2019,5,BLVDDIR,3303,APC,2664,Philadelphia
2019,5,B1 OWL,1690,APC,2665,Philadelphia
2019,5,63,16656,APC,2666,Philadelphia
2019,5,71,4806,APC,2667,Philadelphia
2019,5,41,2659,APC,2668,Philadelphia
2019,5,K,8834,APC,2669,Philadelphia
2019,5,51,7456,APC,2670,Philadelphia
2019,5,LUCYGO,1578,APC,2671,Philadelphia
2019,5,LUCYGR,1076,APC,2672,Philadelphia
2019,5,L1 OWL,2042,APC,2673,Philadelphia
2019,5,82,9707,APC,2674,Philadelphia
2019,5,81,5667,APC,2675,Philadelphia
2019,6,1,2145,APC,2676,Philadelphia
2019,6,2,4031,APC,2677,Philadelphia
2019,6,3,6721,APC,2678,Philadelphia
2019,6,4,6838,APC,2679,Philadelphia
2019,6,5,2886,APC,2680,Philadelphia
2019,6,6,4660,APC,2681,Philadelphia
2019,6,7,4284,APC,2682,Philadelphia
2019,6,8,1425,APC,2683,Philadelphia
2019,6,9,4174,APC,2684,Philadelphia
2019,6,T1,8859,Traffic_Estimate,2685,Philadelphia
2019,6,T4,12231,APC,2686,Philadelphia
2019,6,12,2408,APC,2687,Philadelphia
2019,6,T3,11583,APC,2688,Philadelphia
2019,6,14,5272,APC,2689,Philadelphia
2019,6,G1,8870,Traffic_Estimate,2690,Philadelphia
2019,6,16,6191,APC,2691,Philadelphia
2019,6,17,7959,APC,2692,Philadelphia
2019,6,18,10532,APC,2693,Philadelphia
2019,6,19,1048,APC,2694,Philadelphia
2019,6,20,3971,APC,2695,Philadelphia
2019,6,21,9069,APC,2696,Philadelphia
2019,6,22,3879,APC,2697,Philadelphia
2019,6,23,12737,APC,2698,Philadelphia
2019,6,24,1733,APC,2699,Philadelphia
2019,6,25,3490,APC,2700,Philadelphia
2019,6,26,7240,APC,2701,Philadelphia
2019,6,27,3415,APC,2702,Philadelphia
2019,6,28,1119,APC,2703,Philadelphia
2019,6,29,3130,APC,2704,Philadelphia
2019,6,30,1114,APC,2705,Philadelphia
2019,6,31,3932,APC,2706,Philadelphia
2019,6,32,3643,APC,2707,Philadelphia
2019,6,33,9787,APC,2708,Philadelphia
2019,6,T2,12060,APC,2709,Philadelphia
